genome,domain,phylum,class,order,family,genus,species,completeness,contamination,length
TJ1:bin_000075,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-288,g__Enterosoma,s__Enterosoma sp022774485,93.02,0.26,1436272
TJ1:bin_000077,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_C,s__Ruminococcus_C sp022769365,89.16,2.71,1761296
TJ1:bin_000082,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D berlinense,99.04,0.68,2173836
TJ1:bin_000085,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,97.88,5.34,3292815
TJ1:bin_000086,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__NC2004,s__NC2004 sp934317845,89.7,1.92,2262780
TJ1:bin_000088,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__COE1,s__,94.52,5.13,3139951
TJ1:bin_000089,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA4334,s__UBA4334 sp016302435,89.68,1.79,3006613
TJ1:bin_000092,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,s__Treponema_D sp016293005,95.1,0.87,2279756
TJ1:bin_000093,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Anaerotignaceae,g__Metalachnospira,s__,95.99,3.36,2186864
TJ1:bin_000094,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAMCHB01,s__CAMCHB01 sp945874585,99.98,1.06,1228332
TJ1:bin_000097,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Oliverpabstia,s__Oliverpabstia intestinalis,86.23,3.59,2881540
TJ1:bin_000101,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp004558865,86.74,1.18,2561603
TJ1:bin_000109,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__Onthovivens,s__Onthovivens sp016302065,92.84,1.26,1145977
TJ1:bin_000112,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__,91.72,4.59,2753008
TJ1:bin_000114,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__,92.58,5.42,2893850
TJ1:bin_000117,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__RUG14156,g__RUG14156,s__RUG14156 sp934667125,87.94,2.18,1644514
TJ1:bin_000119,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-273,s__,96.29,6.11,1305479
TJ1:bin_000121,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__JAHHTP01,s__,87.86,0.42,2044787
TJ1:bin_000124,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Acidaminococcales,f__Acidaminococcaceae,g__Acidaminococcus,s__Acidaminococcus fermentans,90.51,0.84,1980139
TJ1:bin_000126,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__Agathobacter sp022767075,83.66,2.36,2260016
TJ1:bin_000133,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Stercorousia,s__Stercorousia sp934717855,88.09,4.32,1866297
TJ1:bin_000134,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__,93.62,1.14,2461940
TJ1:bin_000137,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-590,s__,94.18,3.49,2701715
TJ1:bin_000138,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-288,g__Enterosoma,s__Enterosoma sp022780765,90.29,1.19,1157076
TJ1:bin_000143,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__Butyribacter sp017425575,85.38,3.88,2389434
TJ1:bin_000144,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__Eubacterium_F sp022769325,97.21,3.89,2220679
TJ1:bin_000147,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Zag111,s__Zag111 sp003258735,88.24,1.92,1878079
TJ1:bin_000149,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-590,s__CAG-590 sp000431135,90.36,2.09,2396556
TJ1:bin_000151,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__UMGS363,s__UMGS363 sp945868475,85.12,4.44,2330203
TJ1:bin_000159,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp016302965,85.21,1.07,2487705
TJ1:bin_000163,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CAG-485,s__CAG-485 sp900321585,83.42,0.19,1818192
TJ1:bin_000164,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-793,s__CAG-793 sp934130085,98.3,1.84,1290720
TJ1:bin_000166,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__,s__,94.05,1.28,1552447
TJ1:bin_000167,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-533,s__CAG-533 sp000434495,91.64,2.02,1048336
TJ1:bin_000168,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-877,s__CAG-877 sp934167665,97.1,1.48,1116971
TJ1:bin_000173,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RGIG6919,s__,92.1,2.66,2251567
TJ1:bin_000175,d__Bacteria,p__Bacillota,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmoidaceae,g__Malacoplasma_A,s__,92.27,0.09,841670
TJ1:bin_000177,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__JALEVB01,s__JALEVB01 sp022780745,86.32,0.52,1610000
TJ1:bin_000183,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Zag111,s__Zag111 sp934692625,87,4.23,1734021
TJ1:bin_000191,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,90.18,1.14,2786379
TJ1:bin_000194,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Stercorousia,s__Stercorousia sp900556295,84.67,6.35,1804783
TJ1:bin_000196,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__SFTJ01,s__SFTJ01 sp905210415,86.06,1.45,2586191
TJ1:bin_000197,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__Faecousia sp022770345,76.69,3.08,1640345
TJ1:bin_000199,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus_A,s__Coprococcus_A catus_A,94.56,0.85,2559432
TJ1:bin_000211,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Alloprevotella,s__Alloprevotella sp004557185,83.27,0.03,2236444
TJ1:bin_000214,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp004554665,81.74,2.8,2435133
TJ1:bin_000217,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__,85.66,6.64,3210491
TJ1:bin_000219,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Ruminococcus_E,s__Ruminococcus_E sp022779485,88.1,11.32,1891655
TJ1:bin_000222,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__ER4,s__ER4 sp000765235,80.36,2.13,1629749
TJ1:bin_000223,d__Bacteria,p__Bacillota,c__Bacilli,o__Mycoplasmatales,f__Metamycoplasmataceae,g__UBA710,s__,98.77,0.54,742210
TJ1:bin_000225,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__,84.66,4.08,2272223
TJ1:bin_000227,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger variabilis_A,80.9,1.11,1773352
TJ1:bin_000240,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RUG115,s__RUG115 sp022766245,84.73,13.29,3165311
TJ1:bin_000246,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Ventrenecus,s__Ventrenecus sp934085675,86.25,2.27,969278
TJ1:bin_000248,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Wujia,s__,83.61,3.86,2204413
TJ1:bin_000249,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__Choladocola sp003481535,77.09,3.85,2150849
TJ1:bin_000252,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Gemmiger,s__Gemmiger variabilis_B,84.43,2.49,2161513
TJ1:bin_000254,d__Bacteria,p__Desulfobacterota,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Mailhella,s__Mailhella sp944324995,78.62,5.54,2103328
TJ1:bin_000260,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp002251435,79.56,1.28,2203417
TJ1:bin_000269,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__HGM13634,s__HGM13634 sp905198755,76.06,1.7,934731
TJ1:bin_000276,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Oliverpabstia,s__Oliverpabstia sp022764165,83.63,8.14,2710916
TJ1:bin_000278,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__Blautia_A sp000285855,77.99,1.73,2180529
TJ1:bin_000279,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp004557285,91.75,0.05,1908274
TJ1:bin_000280,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-465,g__CAG-465,s__,79.87,3.64,1248154
TJ1:bin_000285,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Romboutsia,s__Romboutsia timonensis,82.48,3.94,2783165
TJ1:bin_000290,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAJGDV01,s__CAJGDV01 sp022763805,82.66,5.6,1197904
TJ1:bin_000299,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__RUG12438,s__,82.05,3.4,940769
TJ1:bin_000306,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Alloprevotella,s__Alloprevotella sp022772475,78.32,0.93,2060598
TJ1:bin_000307,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__CALZFJ01,s__CALZFJ01 sp945645715,77.75,2.06,1999638
TJ1:bin_000309,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Pararoseburia,s__,79.45,2.68,1907769
TJ1:bin_000313,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__,87.7,16.79,3188808
TJ1:bin_000317,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Sphaerochaetales,f__Sphaerochaetaceae,g__Ornithospirochaeta,s__Ornithospirochaeta sp022785155,76.75,3.76,2054032
TJ1:bin_000319,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900552675,79.96,0.33,2139045
TJ1:bin_000320,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Sutterella,s__,79.11,21.7,3249137
TJ1:bin_000322,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter sp945862785,80.28,6.58,1819539
TJ1:bin_000328,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__,82.32,2.19,2418653
TJ1:bin_000340,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__,78.08,2.56,2281130
TJ1:bin_000342,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecalibacterium,s__Faecalibacterium prausnitzii_E,80.21,7.93,1897326
TJ1:bin_000354,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,87.71,2.75,2611612
TJ1:bin_000355,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus,s__Butyricicoccus sp004552245,91.12,17.02,2241104
TJ1:bin_000360,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella sp900553155,80.68,12.4,2948782
TJ1:bin_000368,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__W0P33-017,s__,79.85,11.4,3714236
TJ1:bin_000377,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospira,s__Lachnospira sp003537285,86.81,23.17,2772347
TJ1:bin_000390,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-449,g__UBA3210,s__UBA3210 sp022772105,79.52,20.3,1833363
TJ1:bin_000391,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Faecivivens,s__Faecivivens sp022770625,78.74,16.17,2988621
TJ2:bin_000001,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__UBA1417,s__UBA1417 sp003531055,99.78,0,2098228
TJ2:bin_000002,d__Bacteria,p__Bacillota,c__Bacilli,o__Haloplasmatales,f__Turicibacteraceae,g__Turicibacter,s__Turicibacter bilis,99.86,0.96,2340649
TJ2:bin_000003,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae,g__SFHR01,s__SFHR01 sp004555545,98.18,0.11,2089368
TJ2:bin_000004,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Duodenibacillus,s__Duodenibacillus massiliensis,100,0.03,1924243
TJ2:bin_000005,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__RGIG3102,s__RGIG3102 sp934526065,100,2.29,1746565
TJ2:bin_000006,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Dorea_A,s__Dorea_A longicatena,96.56,0.39,2419552
TJ2:bin_000007,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Limosilactobacillus,s__Limosilactobacillus reuteri,100,0.23,1774383
TJ2:bin_000009,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA629,s__UBA629 sp900316625,99.9,1.18,2699592
TJ2:bin_000010,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Enterobacterales_A,f__Succinivibrionaceae,g__Succinivibrio,s__Succinivibrio sp022779845,95.04,2.03,2019038
TJ2:bin_000014,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-603,s__CAG-603 sp900314555,99.99,2.87,2666163
TJ2:bin_000015,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__HGM13010,s__HGM13010 sp022779345,95.51,3.15,2075385
TJ2:bin_000016,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp000434935,96,0.85,2598591
TJ2:bin_000019,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-510,s__CAG-510 sp000434615,99.98,1.13,2515355
TJ2:bin_000020,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas_A,s__Selenomonas_A sp900769615,99.58,0.02,1912419
TJ2:bin_000029,d__Bacteria,p__Fibrobacterota,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Hallerella,s__Hallerella porci,99.93,0.93,2707237
TJ2:bin_000030,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Scatousia,s__Scatousia sp900321895,97.82,0.1,1847185
TJ2:bin_000035,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-303,s__,99.82,0.98,2497330
TJ2:bin_000037,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_F,s__,99.33,0.52,2203498
TJ2:bin_000039,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Holdemanella,s__Holdemanella porci,83.3,0.68,1823048
TJ2:bin_000041,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Butyricicoccaceae,g__Butyricicoccus_A,s__Butyricicoccus_A intestinisimiae,99.07,2.17,2079778
TJ2:bin_000043,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia sp900539965,97.87,1.54,2142837
TJ2:bin_000046,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Choladocola,s__Choladocola sp003480725,87.08,2.01,2398655
TJ2:bin_000048,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA1221,s__UBA1221 sp900770525,93.9,3.21,1980327
TJ2:bin_000049,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAKPSH01,s__CAKPSH01 sp934183325,97.07,1.13,1293235
TJ2:bin_000053,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Acutalibacteraceae,g__Eubacterium_R,s__Eubacterium_R sp900542875,93.87,4.62,1752876
TJ2:bin_000061,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp900546445,96.86,0.12,1538492
TJ2:bin_000065,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Terrisporobacter,s__Terrisporobacter sp022782605,99.04,3.94,2649846
TJ2:bin_000070,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Blautia_A,s__,94.39,2.88,2510901
TJ2:bin_000072,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,s__Collinsella sp002391315,84.46,4.98,1760504
TJ2:bin_000076,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__RGIG423,s__,91.95,2.95,2397161
TJ2:bin_000081,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruthenibacterium,s__,96.47,0.21,2122543
TJ2:bin_000087,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Ellagibacter,s__Ellagibacter isourolithinifaciens,91.48,3.83,1940238
TJ2:bin_000093,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella lacticifex,87.06,3.85,3193803
TJ2:bin_000094,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__,100,5.71,2738957
TJ2:bin_000096,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-793,s__CAG-793 sp000433915,100,2.73,1305207
TJ2:bin_000100,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__,95.65,1.72,3102750
TJ2:bin_000105,d__Bacteria,p__Bacillota_C,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__Caecibacter,s__Caecibacter massiliensis,99.96,17.93,3595627
TJ2:bin_000109,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Eubacteriales,f__Eubacteriaceae,g__Pseudoramibacter,s__,92.23,13.23,2450164
TJ2:bin_000111,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA2882,s__,94.28,1.28,2140487
TJ2:bin_000118,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-245,s__CAG-245 sp934169535,98.05,4.65,1095893
TJ2:bin_000134,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__Cryptobacteroides sp000432655,96,2.21,1874109
TJ2:bin_000139,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__CAG-196,s__,86.95,13.55,2651815
TJ2:bin_000142,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Roseburia,s__Roseburia inulinivorans,88.67,0.33,2662505
TJ2:bin_000143,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-45,s__CAG-45 sp002299665,96.71,3.69,2953371
TJ2:bin_000144,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Wujia,s__,94.03,5.19,3125059
TJ2:bin_000147,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__RUG11198,s__RUG11198 sp934176955,87.71,6.92,1413309
TJ2:bin_000148,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Stercorousia,s__Stercorousia sp934692485,92.03,1.74,1867206
TJ2:bin_000149,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Helicobacteraceae,g__Helicobacter_D,s__,80.79,1.87,1264391
TJ2:bin_000150,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-632,s__CAG-632 sp900539185,88.09,3.22,2288484
TJ2:bin_000152,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Stercorousia,s__Stercorousia sp900769355,89.25,9.19,2142497
TJ2:bin_000154,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter sp900544615,87.9,4.33,1867823
TJ2:bin_000156,d__Bacteria,p__Bacillota,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Ligilactobacillus,s__Ligilactobacillus agilis,82.61,2.33,2081610
TJ2:bin_000159,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__Sutterella,s__,75.14,1.53,2010160
TJ2:bin_000161,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__UBA6382,s__UBA6382 sp900557555,87.34,1.87,2030426
TJ2:bin_000166,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Pararoseburia,s__Pararoseburia lenta,85.61,1.27,2074011
TJ2:bin_000167,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus sp000433075,95.09,2.4,2265739
TJ2:bin_000168,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthousia,s__Onthousia sp000438295,85.69,7.64,1197629
TJ2:bin_000171,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Agathobacter,s__Agathobacter sp905209075,94.36,2.96,3052206
TJ2:bin_000173,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-590,s__CAG-590 sp003530125,91.51,2.13,3056047
TJ2:bin_000175,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Onthousia,s__Onthousia sp934149515,89.64,3.33,1017895
TJ2:bin_000178,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Butyribacter,s__Butyribacter sp000436755,100,4.73,2978255
TJ2:bin_000186,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__CAG-170,s__CAG-170 sp003516765,92.09,4.95,1750595
TJ2:bin_000189,d__Bacteria,p__Actinomycetota,c__Coriobacteriia,o__Coriobacteriales,f__Atopobiaceae,g__Parolsenella,s__Parolsenella catena,76.62,3.59,1233621
TJ2:bin_000194,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Dysosmobacter,s__Dysosmobacter sp022778785,88.79,4.08,2178570
TJ2:bin_000196,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_C,s__Ruminococcus_C sp000433635,88.22,3.42,1926585
TJ2:bin_000197,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Ruminococcus_C,s__Ruminococcus_C callidus,94.58,12.76,3132625
TJ2:bin_000198,d__Bacteria,p__Bacillota,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Bulleidia,s__Bulleidia intestinalis,86.18,7.48,2587598
